17.46	0.03
2.84	0.02
4.35	0.02
4.87	0.03
2.09	0.01
4.99	0.03
3.94	0.02
5.39	0.03
4.52	0.03
2.44	0.01
4.58	0.02
3.89	0.02
4.76	0.03
3.77	0.02
3.48	0.02
3.31	0.02
3.65	0.02
5.86	0.03
3.13	0.02
2.2	0.01
4.76	0.03
4.35	0.02
5.63	0.03
3.71	0.02
3.19	0.02
4.23	0.02
4.52	0.03
4.81	0.03
2.38	0.01
4.93	0.03
4.35	0.02
5.68	0.03
6.44	0.04
2.49	0.01
5.05	0.03
3.54	0.02
6.32	0.04
4.12	0.02
4.06	0.02
4.06	0.02
5.68	0.03
4.41	0.02
2.26	0.01
4.47	0.02
3.77	0.02
5.45	0.03
3.6	0.02
4.93	0.03
5.68	0.03
3.94	0.02
4.41	0.02
2.15	0.01
5.05	0.03
4.06	0.02
4.81	0.03
4.81	0.03
4.18	0.02
4.52	0.02
3.6	0.02
5.68	0.03
4.06	0.02
3.89	0.02
3.65	0.02
5.16	0.03
